Term,Year,Hgt,Wgt,Smoke,Hand,Sibs,Birth,Exercise,Greek,TV,GPA,Award,Pulse,Pierces,Gender,Sport,Tattoo,Facebook
F10,2,67inches,132 pounds,No,r,2,3,6,No,1,3.75,Nobel,66,3,F,NA,NA,NA
F10,2,64inches,135 pounds,No,r,1,2,4,No,3,3.4,Nobel,96,4,F,NA,NA,NA
F10,3,71inches,175 pounds,No,r,1,2,7,No,0,3.18,Olympic,68,0,M,NA,NA,NA
F10,2,70inches,166 pounds,No,r,0,1,20,No,7,3.1,Olympic,69,0,M,NA,NA,NA
F10,3,70inches,160 pounds,No,r,1,2,21,No,10,3.3,Olympic,66,2,F,NA,NA,NA
F10,2,68inches,140 pounds,No,r,1,1,2,No,3,3.55,Olympic,61,4,F,NA,NA,NA
F10,3,69inches,140 pounds,No,r,2,3,14,No,6,3.6,Olympic,70,4,F,NA,NA,NA
F10,2,77inches,215 pounds,No,r,3,2,20,No,1,2.9,Academy,72,0,M,NA,NA,NA
F10,2,65inches,145 pounds,No,r,2,2,10,No,0.5,3.1,Nobel,82,3,F,NA,NA,NA
F10,2,68inches,155 pounds,No,r,2,3,14,No,3,2.89,Nobel,80,2,F,NA,NA,NA
F10,2,63inches,115 pounds,No,r,1,2,20,No,2,3.51,Olympic,65,3,F,NA,NA,NA
F10,2,62inches,109 pounds,No,r,0,NA,12,No,5,NA,Nobel,80,8,F,NA,NA,NA
F10,2,64inches,173 pounds,No,r,2,2,18,No,24,3.37,Olympic,74,2,F,NA,NA,NA
S11,1,72inches,210 pounds,No,r,2,3,8,No,8,2.9,Nobel,76,0,M,NA,NA,NA
S11,1,69inches,140 pounds,No,l,0,NA,15,No,30,3.36,Academy,79,4,F,NA,NA,NA
S11,1,70inches,180 pounds,No,r,0,1,10,No,14,2.9,Olympic,79,0,M,NA,NA,NA
S11,1,66inches,135 pounds,No,r,2,NA,6,No,3,3,Olympic,87,2,NA,NA,NA,NA
S11,1,75inches,285 pounds,No,r,2,2,14,No,6,1.58,Nobel,65,0,M,NA,NA,NA
S11,3,64inches,120 pounds,No,r,3,3,3,No,6,4,Nobel,71,2,F,NA,NA,NA
S11,1,70inches,150 pounds,No,r,1,2,0,No,3,4,Academy,72,0,M,NA,NA,NA
S11,1,68inches,152 pounds,No,l,1,1,12,No,4,3.7,Olympic,81,0,M,NA,NA,NA
S11,1,63inches,140 pounds,No,r,1,1,6,No,4,2.5,Olympic,70,4,F,NA,NA,NA
S11,1,69inches,160 pounds,No,l,1,1,7,No,9,3.44,Olympic,80,0,M,NA,NA,NA
S11,1,68inches,130 pounds,No,r,2,1,4,No,4,3.3,Olympic,54,3,F,NA,NA,NA
S11,1,64inches,150 pounds,No,r,1,1,5,No,8,3.3,Olympic,64,4,F,NA,NA,NA
S11,1,70inches,150 pounds,No,r,4,4,20,No,3,3,Olympic,92,3,F,NA,NA,NA
S11,1,68inches,160 pounds,No,r,1,2,9,No,4,2.7,Olympic,62,0,M,NA,NA,NA
S11,1,76inches,206 pounds,No,r,3,1,10,No,5,3.45,Nobel,NA,0,M,NA,NA,NA
S11,1,65inches,135 pounds,No,r,2,1,14,No,6,2.5,Nobel,81,5,F,NA,NA,NA
S11,1,65inches,130 pounds,No,r,1,1,6,No,3,3.75,Olympic,66,2,F,NA,NA,NA
S11,2,66inches,130 pounds,No,r,1,1,3,Yes,1,3.83,Nobel,60,2,F,NA,NA,NA
S11,2,68inches,154 pounds,Occasionally,l,1,2,6,No,2,3.8,Nobel,58,0,M,NA,NA,NA
S11,1,67inches,140 pounds,No,l,1,1,8,No,10,3.1,Olympic,64,0,M,NA,NA,NA
S11,2,61inches,105 pounds,No,l,1,2,5,No,5,3.3,Nobel,67,2,F,NA,NA,NA
S11,1,74inches,170 pounds,No,r,1,2,10,No,5,2.75,Olympic,66,0,M,NA,NA,NA
S11,2,66inches,135 pounds,No,r,2,2,5,No,10,3.6,Olympic,87,2,F,NA,NA,NA
S11,1,72inches,180 pounds,Occasionally,r,3,4,NA,NA,4,2.66,Nobel,120,0,M,NA,NA,NA
S11,1,73inches,196 pounds,No,r,2,3,15,No,20,1.5,Olympic,63,0,M,NA,NA,NA
S11,1,62inches,135 pounds,No,r,2,1,0.5,No,NA,3.33,NA,80,2,F,NA,NA,NA
S11,2,76inches,175 pounds,No,r,3,3,10,No,2,NA,Nobel,74,0,M,NA,NA,NA
S11,1,74inches,225 pounds,No,r,1,2,14,No,7,2.25,Nobel,NA,0,M,NA,NA,NA
S11,4,69inches,140 pounds,No,r,0,NA,10,Yes,2,NA,Academy,NA,2,F,NA,NA,NA
S11,1,64inches,115 pounds,Occasionally,r,1,1,4,No,3,3.35,Nobel,60,4,F,NA,NA,NA
S11,2,63inches,100 pounds,No,r,3,2,3,No,2,3.9,Nobel,52,2,F,NA,NA,NA
S11,2,66inches,143 pounds,No,r,4,5,11,No,5,3.6,Olympic,85,0,F,NA,NA,NA
S11,2,60inches,125 pounds,No,r,2,2,6,Planning,10,3.25,Nobel,90,10,F,NA,NA,NA
S11,3,70inches,145 pounds,No,r,2,1,8,No,4,3.44,Olympic,72,0,M,NA,NA,NA
S11,1,76inches,220 pounds,No,r,1,1,2.5,No,2,NA,Academy,70,0,M,NA,NA,NA
S11,2,66inches,140 pounds,No,r,2,3,3,No,2,2.3,Nobel,89,2,F,NA,NA,NA
S11,2,70inches,153 pounds,Occasionally,r,4,4,5,No,16,3.5,Nobel,72,0,M,NA,NA,NA
S11,1,78inches,230 pounds,No,l,0,1,24,No,4,3.58,Olympic,44,0,M,NA,NA,NA
S11,2,68inches,174 pounds,No,r,1,1,6,No,12,3,Nobel,90,0,M,NA,NA,NA
S11,2,64inches,138 pounds,No,r,2,1,3,No,4,3.64,Nobel,87,4,F,NA,NA,NA
S11,2,76inches,185 pounds,No,r,3,4,2,No,3,2.94,Nobel,84,0,M,NA,NA,NA
S11,1,66inches,135 pounds,No,r,2,1,3,No,1,3.5,Academy,64,6,F,NA,NA,NA
S11,2,66inches,120 pounds,No,r,1,1,1,No,20,3.57,Nobel,69,2,F,NA,NA,NA
S11,1,64inches,125 pounds,No,r,1,1,4,No,5,3.4,Olympic,66,2,F,NA,NA,NA
S11,2,63inches,128 pounds,No,r,4,2,2,No,10,3.2,Olympic,70,4,F,NA,NA,NA
S11,2,65inches,130 pounds,No,r,1,1,4,No,7,3.5,Nobel,81,4,F,NA,NA,NA
S11,2,64inches,135 pounds,No,l,1,2,2,No,3,3.75,Nobel,65,5,F,NA,NA,NA
S11,2,67inches,182 pounds,No,r,2,1,14,No,7,3.5,Olympic,62,0,M,NA,NA,NA
S11,3,70inches,176 pounds,No,r,1,1,13,No,2,2.5,Olympic,54,2,M,NA,NA,NA
S11,1,67inches,165 pounds,No,r,7,2,5,No,2,3.1,Nobel,71,0,M,NA,NA,NA
S11,1,69inches,NA pounds,No,r,1,2,6,No,5,3,Olympic,NA,2,F,NA,NA,NA
S11,1,67inches,155 pounds,No,r,3,2,8,No,6,3.3,Olympic,70,0,M,NA,NA,NA
S11,1,60inches,135 pounds,No,r,2,1,10,No,5,3.4,Olympic,83,2,F,NA,NA,NA
S11,2,75inches,150 pounds,No,r,3,2,NA,No,24,2.5,Academy,70,0,M,NA,NA,NA
S11,2,70inches,164 pounds,No,r,0,1,12,No,8,3.43,Olympic,65,2,F,NA,NA,NA
S11,3,65inches,145 pounds,No,r,2,2,6,No,2,3.5,Nobel,NA,3,F,NA,NA,NA
S11,2,75inches,148 pounds,No,l,3,3,2,No,4,3.86,Nobel,88,0,M,NA,NA,NA
S11,1,72inches,140 pounds,No,r,2,1,16,Yes,0,3.8,Olympic,60,7,F,NA,NA,NA
S11,2,63inches,110 pounds,No,r,1,1,9,No,10,3.04,Nobel,72,5,F,NA,NA,NA
S11,2,65inches,144 pounds,No,r,0,1,4,No,3,3.83,Nobel,80,2,F,NA,NA,NA
S11,1,67inches,168 pounds,No,r,2,2,10,No,5,3.55,Olympic,56,0,M,NA,NA,NA
S11,1,60inches,120 pounds,No,l,1,1,7,No,3,3.5,Academy,104,4,F,NA,NA,NA
S11,2,69inches,160 pounds,No,r,4,4,10,No,4,2.9,Nobel,88,2,F,NA,NA,NA
S11,2,67inches,135 pounds,No,r,2,2,20,No,4,3.75,Olympic,90,11,F,NA,NA,NA
S11,1,72inches,160 pounds,No,r,2,2,6,No,2,3.56,Nobel,76,0,M,NA,NA,NA
S11,2,62inches,105 pounds,No,r,2,2,5,No,5,3.7,Olympic,84,5,F,NA,NA,NA
S11,1,71inches,210 pounds,No,r,3,1,10,No,10,2.92,Nobel,56,0,M,NA,NA,NA
S11,2,62inches,110 pounds,Regular,r,1,2,7,Yes,4,3.2,Nobel,72,3,F,NA,NA,NA
S11,1,64inches,145 pounds,No,r,3,1,6,Planning,2,2.2,Olympic,80,3,F,NA,NA,NA
S11,2,71inches,204 pounds,Occasionally,r,2,2,7,No,28,2.6,Olympic,74,0,M,NA,NA,NA
S11,1,68inches,155 pounds,No,r,2,2,7,No,4,4,Olympic,64,0,F,NA,NA,NA
S11,2,65inches,120 pounds,No,r,1,2,3,No,3,3.58,Nobel,64,2,F,NA,NA,NA
S11,1,62inches,105 pounds,No,r,2,1,25,No,2,3,Nobel,60,2,F,NA,NA,NA
S11,1,69inches,149 pounds,No,r,1,2,16,No,2,3.8,Olympic,72,2,F,NA,NA,NA
S11,2,63inches,120 pounds,No,r,0,1,7,Planning,15,3.77,Olympic,72,8,F,NA,NA,NA
S11,1,69inches,190 pounds,Regular,r,3,3,14,No,20,2.8,Olympic,52,2,M,NA,NA,NA
S11,1,68inches,140 pounds,No,r,4,3,4,Planning,4,3.28,Academy,80,3,F,NA,NA,NA
S11,1,69inches,200 pounds,No,r,0,1,6,No,8,3,Olympic,60,0,M,NA,NA,NA
S11,2,72inches,168 pounds,No,r,2,3,10,No,0,3.61,Nobel,52,0,M,NA,NA,NA
S11,2,70inches,165 pounds,Occasionally,r,0,1,10,No,NA,2.9,Nobel,76,NA,M,NA,NA,NA
S11,1,68inches,195 pounds,Regular,r,2,2,12,No,20,2.3,Olympic,64,2,M,NA,NA,NA
S11,1,77inches,206 pounds,No,r,2,1,16,No,8,2.83,Nobel,64,0,M,NA,NA,NA
S11,1,65inches,113 pounds,No,r,2,1,5,No,0,3.69,Nobel,68,2,F,NA,NA,NA
S11,1,65inches,120 pounds,No,r,1,1,3,No,2,3.25,Olympic,68,0,F,NA,NA,NA
S11,4,62inches,116 pounds,No,r,1,1,3,No,8,3.58,Nobel,92,6,F,NA,NA,NA
S11,1,63inches,135 pounds,No,r,3,1,7,No,2,2.8,NA,NA,NA,F,NA,NA,NA
S11,1,60inches,138 pounds,No,r,1,1,2,Planning,2,3,Nobel,68,4,F,NA,NA,NA
S11,2,69inches,154 pounds,No,r,2,3,0,No,5,2.86,Nobel,64,0,M,NA,NA,NA
S11,3,69inches,144 pounds,No,r,2,1,10,No,0,3.3,Olympic,88,2,F,NA,NA,NA
S11,1,68inches,150 pounds,No,r,1,1,14,No,10,2.86,Olympic,NA,0,M,NA,NA,NA
S11,1,74inches,190 pounds,No,r,2,1,15,No,21,3.05,Olympic,48,0,M,NA,NA,NA
S11,4,70inches,143 pounds,No,r,2,2,5,No,10,3.84,Academy,80,0,M,NA,NA,NA
S11,1,NAinches,115 pounds,No,r,2,3,7,Planning,5,3,Nobel,80,2,F,NA,NA,NA
S11,1,63inches,115 pounds,No,r,1,1,5,No,5,3,Academy,84,2,F,NA,NA,NA
S11,2,70inches,155 pounds,No,r,2,3,7,Planning,10,3,Olympic,64,0,M,NA,NA,NA
S11,1,68inches,130 pounds,No,r,2,2,5,No,1,3.1,Olympic,60,3,F,NA,NA,NA
S11,2,72inches,180 pounds,Regular,l,2,1,10,Planning,7,3,Olympic,60,0,M,NA,NA,NA
S11,2,72inches,NA pounds,No,r,2,3,6,Planning,5,2.25,Nobel,80,1,M,NA,NA,NA
S11,1,72inches,230 pounds,Occasionally,r,2,3,7,No,7,2.75,Olympic,80,0,M,NA,NA,NA
S11,1,68inches,130 pounds,No,r,2,3,5,No,0,4,Olympic,72,2,F,NA,NA,NA
S11,2,69inches,150 pounds,Occasionally,r,1,2,1,No,4,3.5,Nobel,96,0,M,NA,NA,NA
S11,1,63inches,135 pounds,No,r,3,1,7,No,2,2.8,Olympic,48,3,F,NA,NA,NA
S11,2,72inches,173 pounds,Regular,r,2,1,9,Planning,2,3.33,Olympic,64,0,M,NA,NA,NA
S11,3,69inches,166 pounds,No,r,3,2,8,No,2,3.3,NA,80,1,M,NA,NA,NA
S11,2,71inches,165 pounds,Regular,r,0,1,5,No,14,3.4,Academy,NA,0,M,NA,NA,NA
S11,2,65inches,130 pounds,Regular,r,3,3,5,No,2,2.2,NA,84,6,F,NA,NA,NA
S11,2,66inches,146 pounds,No,r,1,2,4,No,1,3.6,Nobel,84,7,F,NA,NA,NA
S11,1,70inches,160 pounds,No,l,1,1,10,No,2,NA,Olympic,60,0,M,NA,NA,NA
S11,3,65inches,145 pounds,No,r,2,1,11,Yes,3,3.4,Olympic,52,5,F,NA,NA,NA
S11,1,65inches,150 pounds,No,r,6,4,10,No,4,3.75,Nobel,64,4,F,NA,NA,NA
S11,2,64inches,127 pounds,No,r,2,2,8,No,3,3.2,Nobel,41,2,F,NA,NA,NA
S11,1,64inches,120 pounds,No,r,1,2,14,No,2,3,Olympic,54,5,F,NA,NA,NA
S11,1,72inches,200 pounds,Occasionally,r,3,3,7,No,10,2.9,Olympic,49,0,M,NA,NA,NA
S11,3,69inches,NA pounds,No,r,2,1,5,No,1,3.5,Nobel,68,8,F,NA,NA,NA
S11,2,65inches,125 pounds,No,l,0,1,5,Planning,2,3,Academy,60,2,F,NA,NA,NA
S11,2,66inches,130 pounds,Regular,r,1,1,4,Yes,2,3.6,Academy,72,3,F,NA,NA,NA
S11,4,74inches,152 pounds,No,r,2,2,2,No,10,3.1,Nobel,72,0,M,NA,NA,NA
S11,3,65inches,135 pounds,No,r,1,1,5,No,0,3.69,Nobel,70,4,NA,NA,NA,NA
S11,1,68inches,155 pounds,No,r,1,1,1,No,4,3.42,Nobel,70,0,M,NA,NA,NA
S11,1,69inches,174 pounds,No,r,2,2,4,No,14,2.7,Olympic,78,2,M,NA,NA,NA
S11,4,73inches,170 pounds,Occasionally,r,2,2,3,Yes,14,3.1,Academy,72,0,M,NA,NA,NA
S11,1,68inches,165 pounds,No,r,1,1,8,No,3,3.69,Nobel,48,2,F,NA,NA,NA
S11,1,70inches,145 pounds,No,r,1,2,4,No,5,NA,Nobel,68,2,F,NA,NA,NA
S11,3,NAinches,NA pounds,No,r,0,1,2,No,10,NA,Nobel,NA,3,F,NA,NA,NA
S11,2,67inches,130 pounds,No,r,4,5,5,No,2,3.6,Nobel,67,2,F,NA,NA,NA
S11,1,68inches,142 pounds,No,r,1,2,10,Planning,6,3.38,Nobel,67,3,F,NA,NA,NA
S11,4,62inches,126 pounds,No,r,3,4,8,No,12,3.2,Nobel,46,6,F,NA,NA,NA
S11,2,66inches,135 pounds,No,l,1,2,6,No,2,3.68,Nobel,68,3,F,NA,NA,NA
S11,2,69inches,152 pounds,No,r,1,1,15,No,0,3.86,Nobel,67,2,F,NA,NA,NA
S11,2,72inches,170 pounds,No,r,1,2,12,No,2,2.5,Nobel,70,0,M,NA,NA,NA
S11,2,71inches,175 pounds,No,r,2,2,14,No,14,3.5,Olympic,72,0,M,NA,NA,NA
S11,1,67inches,114 pounds,No,r,2,3,6,No,4,3.48,Nobel,99,6,F,NA,NA,NA
S11,3,62inches,96 pounds,No,r,3,1,0,No,1,2.9,Nobel,87,2,F,NA,NA,NA
S11,1,65inches,120 pounds,No,r,2,2,20,No,8,3.1,Olympic,NA,2,F,NA,NA,NA
S11,2,NAinches,165 pounds,Occasionally,l,2,2,1,No,2,2.8,Nobel,NA,NA,M,NA,NA,NA
S11,2,65inches,140 pounds,No,l,2,1,12,Yes,3,3.35,Olympic,66,5,F,NA,NA,NA
S11,2,71inches,140 pounds,No,l,0,1,4,No,0,NA,Nobel,65,0,M,NA,NA,NA
S11,1,69inches,200 pounds,No,l,2,3,10,No,1,3.59,Nobel,66,2,F,NA,NA,NA
S11,1,70inches,155 pounds,No,r,3,1,10,No,5,3.78,Olympic,56,0,M,NA,NA,NA
S11,1,71inches,144 pounds,No,r,1,2,13,No,1,3.6,Academy,84,0,M,NA,NA,NA
S11,1,69inches,125 pounds,No,r,2,3,10,Planning,0,NA,Olympic,NA,NA,F,NA,NA,NA
F11,2,74inches,160 pounds,No,r,0,1,20,No,1,3.7,Olympic,62,0,M,NA,NA,NA
F11,2,67inches,125 pounds,Occasionally,r,1,2,6,No,3,NA,Nobel,45,3,F,NA,NA,NA
F11,2,63inches,115 pounds,No,r,1,2,4,No,2,3.34,Nobel,70,4,F,NA,NA,NA
F11,1,64inches,145 pounds,No,r,1,1,3,No,3,NA,Academy,NA,5,F,NA,NA,NA
F11,3,64inches,NA pounds,No,r,1,2,5,No,7,3.3,Academy,60,4,F,NA,NA,NA
F11,2,65inches,150 pounds,No,r,1,1,10,No,2,3.3,Olympic,80,4,F,NA,NA,NA
F11,2,65inches,200 pounds,No,r,2,2,15,No,3,3.2,Nobel,80,2,F,NA,NA,NA
F11,2,74inches,165 pounds,No,r,2,2,7,No,10,3.66,Nobel,64,0,M,NA,NA,NA
F11,2,61inches,110 pounds,No,l,1,2,2,No,3,3.7,Nobel,100,3,F,NA,NA,NA
F11,1,62inches,117 pounds,No,r,1,2,5,No,0,NA,Nobel,68,3,F,NA,NA,NA
F11,1,66inches,125 pounds,No,r,1,2,3,No,10,NA,Academy,82,2,F,NA,NA,NA
F11,1,NAinches,160 pounds,No,r,2,2,7,No,3,NA,Nobel,78,2,F,NA,NA,NA
F11,2,68inches,138 pounds,No,r,2,3,14,No,2,3.81,Olympic,63,3,F,NA,NA,NA
F11,2,71inches,158 pounds,No,r,1,1,14,No,2,3.71,Nobel,58,0,M,NA,NA,NA
F11,1,69inches,185 pounds,No,r,1,1,2,No,6,NA,Nobel,83,2,F,NA,NA,NA
F11,1,63inches,125 pounds,No,r,2,2,10,No,3,NA,Nobel,70,8,F,NA,NA,NA
F11,2,66inches,148 pounds,No,r,3,4,5,No,3,3.82,Olympic,82,5,F,NA,NA,NA
F11,2,64inches,123 pounds,No,r,1,2,7,No,5,2.8,Olympic,78,0,F,NA,NA,NA
F11,3,60inches,130 pounds,No,r,0,NA,10,No,21,2.9,Olympic,76,4,F,NA,NA,NA
F11,2,62inches,120 pounds,No,r,0,1,6,No,6,3.8,Nobel,90,0,F,NA,NA,NA
F11,2,71inches,160 pounds,No,r,1,1,16,No,4,2.8,Nobel,81,0,M,NA,NA,NA
F11,1,75inches,204 pounds,No,r,2,1,35,No,4,NA,Olympic,63,0,M,NA,NA,NA
F11,2,60inches,217 pounds,No,r,1,2,NA,No,NA,3,Nobel,65,2,F,NA,NA,NA
F11,1,74inches,235 pounds,Occasionally,r,2,3,35,No,5,NA,Nobel,62,0,M,NA,NA,NA
F11,2,73inches,190 pounds,No,r,2,3,28,No,12,3.28,Olympic,92,0,M,NA,NA,NA
F11,2,66inches,100 pounds,No,r,0,1,2,No,0,3.3,Academy,80,0,F,NA,NA,NA
F11,2,60inches,217 pounds,No,r,1,2,NA,No,NA,3,Nobel,65,2,F,NA,NA,NA
F11,2,66inches,150 pounds,No,r,1,1,13,No,2,3.25,Olympic,66,2,F,NA,NA,NA
F11,3,62inches,130 pounds,Occasionally,r,1,1,5,Yes,2,NA,Nobel,76,2,F,NA,NA,NA
F11,3,66inches,130 pounds,No,r,1,1,4,No,0,3.8,Nobel,60,4,F,NA,NA,NA
F11,3,69inches,150 pounds,No,r,0,1,5,No,4,3,Olympic,71,2,F,NA,NA,NA
F11,1,64inches,130 pounds,No,r,1,2,12,No,5,NA,Olympic,62,0,F,NA,NA,NA
F11,2,64inches,113 pounds,No,r,1,1,4,Planning,3,3.1,Academy,88,2,F,NA,NA,NA
F11,2,67inches,127 pounds,No,r,1,2,8,No,3,3.6,Nobel,67,2,F,NA,NA,NA
F11,1,65inches,120 pounds,No,r,1,2,7,No,9,NA,Nobel,77,2,F,NA,NA,NA
F11,3,72inches,190 pounds,Occasionally,r,2,1,5,No,2,3,Nobel,56,0,M,NA,NA,NA
F11,1,NAinches,130 pounds,Occasionally,r,2,2,8,No,4,NA,Academy,93,2,M,NA,NA,NA
F11,4,62inches,125 pounds,No,r,1,2,12,No,4,3.73,Nobel,67,5,F,NA,NA,NA
F11,2,68inches,120 pounds,No,r,1,1,5,No,2,3.9,Olympic,81,2,F,NA,NA,NA
F11,1,64inches,115 pounds,No,r,1,2,5,No,10,NA,Academy,76,5,F,NA,NA,NA
F11,3,67inches,160 pounds,No,r,1,1,20,No,10,3.5,Olympic,65,7,F,NA,NA,NA
F11,3,66inches,150 pounds,No,r,2,1,7,No,8,3.3,Olympic,66,4,F,NA,NA,NA
F11,3,59inches,NA pounds,No,r,10,6,5,No,5,NA,Nobel,83,8,F,NA,NA,NA
F11,1,69inches,135 pounds,No,r,1,2,12,No,10,NA,Academy,88,2,F,NA,NA,NA
F11,2,63inches,115 pounds,No,r,1,1,10,No,8,3,Olympic,71,2,F,NA,NA,NA
F11,2,64inches,140 pounds,No,r,1,1,10,No,1,3.22,Olympic,69,4,F,NA,NA,NA
F11,3,70inches,145 pounds,No,r,2,2,12,Yes,4,3.12,Academy,74,3,F,NA,NA,NA
F11,3,70inches,165 pounds,No,r,2,2,5,Yes,8,3.3,Olympic,74,2,F,NA,NA,NA
F11,2,65inches,170 pounds,No,r,2,3,6,No,2,2.97,Olympic,72,2,F,NA,NA,NA
F11,3,70inches,150 pounds,No,r,2,2,2,No,0,3.84,Nobel,84,0,M,NA,NA,NA
F11,3,70inches,120 pounds,No,r,1,2,3,No,0,3.8,Nobel,52,2,F,NA,NA,NA
F11,3,66inches,135 pounds,No,r,2,2,7,No,7,3.6,Olympic,90,2,F,NA,NA,NA
F11,1,66inches,160 pounds,Occasionally,r,4,4,12,No,5,NA,Nobel,83,0,M,NA,NA,NA
F11,4,70inches,160 pounds,Occasionally,r,2,1,12,No,0,3.5,Nobel,49,0,NA,NA,NA,NA
F11,3,66inches,NA pounds,Occasionally,r,1,1,4,Yes,4,2.7,Academy,60,3,F,NA,NA,NA
F11,4,70inches,175 pounds,No,l,4,3,5,No,5,3,Nobel,82,0,M,NA,NA,NA
F11,4,63inches,120 pounds,No,r,2,1,20,Yes,3,3.2,Olympic,60,9,F,NA,NA,NA
F11,2,NAinches,127 pounds,No,r,1,1,4,No,8,NA,Nobel,92,3,F,NA,NA,NA
F11,4,64inches,135 pounds,NA,r,0,NA,10,No,8,3.5,Olympic,55,2,F,NA,NA,NA
F11,2,65inches,115 pounds,No,r,2,1,15,No,1,NA,Olympic,54,4,F,NA,NA,NA
F11,2,64inches,115 pounds,No,r,4,1,15,No,3,3.5,Olympic,56,3,F,NA,NA,NA
F11,2,74inches,178 pounds,No,r,1,1,12,No,12,2.57,Olympic,60,0,M,NA,NA,NA
F11,2,72inches,250 pounds,Occasionally,l,3,3,8,No,NA,2.3,Nobel,66,0,M,NA,NA,NA
F11,1,60inches,115 pounds,No,r,2,1,2,No,2,2.88,Nobel,74,5,F,NA,NA,NA
F11,2,72inches,170 pounds,No,r,2,2,10,No,4,3,NA,60,0,M,NA,NA,NA
F11,1,65inches,120 pounds,No,r,1,2,5,No,3,NA,Nobel,66,4,F,NA,NA,NA
F11,1,68inches,125 pounds,No,r,1,1,14,No,4,NA,Olympic,66,0,F,NA,NA,NA
F11,2,67inches,NA pounds,No,r,2,2,2,No,3,3.6,Nobel,82,2,F,NA,NA,NA
F11,2,61inches,101 pounds,No,l,0,NA,NA,No,4,3.5,Nobel,80,2,F,NA,NA,NA
F11,2,70inches,163 pounds,No,r,1,1,12,No,4,3.1,Olympic,66,2,F,NA,NA,NA
F11,2,65inches,130 pounds,No,r,1,1,2,No,2,3.3,Nobel,68,5,F,NA,NA,NA
F11,2,67inches,138 pounds,No,r,2,1,13,Planning,4,3.35,Olympic,68,2,F,NA,NA,NA
F11,2,68inches,125 pounds,No,r,1,1,7,No,8,3.3,Olympic,76,2,F,NA,NA,NA
F11,1,59inches,NA pounds,No,r,2,2,3,No,3,NA,Olympic,64,2,F,NA,NA,NA
F11,2,69inches,150 pounds,No,r,1,2,5,No,5,2.8,Nobel,50,0,M,NA,NA,NA
F11,2,68inches,155 pounds,Occasionally,r,2,3,8,No,3,3,Olympic,56,6,F,NA,NA,NA
F11,3,72inches,145 pounds,Occasionally,r,1,2,6,Yes,2,2.72,Olympic,70,0,M,NA,NA,NA
F11,3,64inches,130 pounds,No,r,2,3,14,No,2,3.74,Olympic,62,1,M,NA,NA,NA
F11,2,67inches,150 pounds,No,r,1,2,10,No,5,2.6,Nobel,66,0,NA,NA,NA,NA
F11,1,71inches,154 pounds,Occasionally,l,2,3,3,NA,2,NA,Nobel,70,0,M,NA,NA,NA
F11,3,72inches,190 pounds,No,l,3,3,7,No,1,3.4,Nobel,66,0,M,NA,NA,NA
F11,2,72inches,230 pounds,No,r,2,3,8,No,8,NA,Academy,76,0,M,NA,NA,NA
F11,4,71inches,175 pounds,No,r,2,1,20,No,0,3.4,Olympic,50,0,M,NA,NA,NA
F11,1,68inches,130 pounds,No,r,1,2,9,Planning,2,NA,Olympic,74,4,F,NA,NA,NA
F11,2,70inches,150 pounds,Occasionally,l,1,1,5,No,4,2.4,Nobel,70,1,M,NA,NA,NA
F11,2,67inches,147 pounds,No,l,2,3,11,No,1,3.7,Olympic,56,2,F,NA,NA,NA
F11,1,72inches,146 pounds,No,r,0,1,14,No,1,NA,Olympic,56,0,M,NA,NA,NA
F11,2,70inches,155 pounds,No,r,3,2,15,No,16,3.25,Olympic,58,0,M,NA,NA,NA
F11,2,68inches,135 pounds,No,r,3,1,NA,No,NA,NA,Olympic,60,2,F,NA,NA,NA
F11,2,66inches,150 pounds,No,r,2,1,20,No,5,3,Olympic,58,4,F,NA,NA,NA
F11,1,72inches,152 pounds,No,r,2,2,5,No,8,NA,Olympic,62,1,M,NA,NA,NA
F11,2,68inches,150 pounds,No,l,2,2,6,No,8,3.1,Olympic,82,2,F,NA,NA,NA
F11,1,66inches,140 pounds,No,r,2,2,8,No,6,NA,Academy,64,2,F,NA,NA,NA
F11,2,72inches,185 pounds,Regular,l,1,2,10,No,0,2,Nobel,106,0,M,NA,NA,NA
F11,2,63inches,151 pounds,No,r,3,4,2,No,10,3.3,Nobel,58,6,F,NA,NA,NA
F11,2,75inches,190 pounds,Occasionally,r,2,3,10,No,15,3.23,Academy,48,0,M,NA,NA,NA
F11,2,70inches,180 pounds,No,r,2,3,7,No,10,3.25,Olympic,56,NA,M,NA,NA,NA
F11,2,72inches,160 pounds,No,l,0,1,15,No,4,2.7,Olympic,56,0,M,NA,NA,NA
F11,2,59inches,145 pounds,No,r,3,2,3,Planning,4,3,Academy,88,4,F,NA,NA,NA
F11,2,70inches,190 pounds,Occasionally,r,2,1,9,No,6,2.1,Nobel,60,0,M,NA,NA,NA
F11,1,69inches,155 pounds,No,r,2,2,NA,No,NA,NA,Nobel,74,0,M,NA,NA,NA
F11,4,66inches,132 pounds,No,r,0,1,18,No,12,3.4,Olympic,58,6,F,NA,NA,NA
F11,2,70inches,170 pounds,No,r,2,1,7,No,4,2.8,Nobel,98,0,M,NA,NA,NA
F11,1,75inches,190 pounds,No,r,2,2,12,No,10,NA,Olympic,76,0,M,NA,NA,NA
F11,3,67inches,NA pounds,No,r,2,3,14,No,7,3.19,Olympic,60,0,M,NA,NA,NA
F11,2,63inches,NA pounds,No,r,1,NA,24,No,3,NA,Olympic,82,0,F,NA,NA,NA
