Term,Year,Hgt,Wgt,Smoke,Hand,Sibs,Birth,Exercise,Greek,TV,GPA,Award,Pulse,Pierces,Gender,Sport,Tattoo,Facebook
S19,1,64inches,130 pounds,No,right,5,6,5,No,15,3.6,Academy,68,4,F,No,No,750
S19,1,65inches,155 pounds,No,left,2,2,5,No,4,3.25,Nobel,74,7,F,No,No,500
S19,1,71inches,168 pounds,No,right,1,2,7.5,No,4,3.58,Nobel,69,0,M,No,No,350
S19,1,71inches,NA pounds,Yes,left,2,2,3,Planning,15,3.8,Nobel,73,0,M,No,No,400
S19,1,67inches,175 pounds,No,right,3,2,12,No,6,3.43,Academy,56,0,M,Yes,No,200
S19,3,72inches,175 pounds,Yes,left,1,2,3,No,6,3.01,Nobel,78,0,M,No,No,261
S19,4,74inches,160 pounds,No,right,1,2,6,No,10,3.2,Nobel,81,2,M,No,No,300
S19,2,72inches,160 pounds,No,right,3,1,30,No,4,3,Nobel,57,0,M,Yes,No,2226
S19,1,65inches,155 pounds,No,right,2,1,10,No,6,3.11,Nobel,72,2,F,Yes,Yes,400
S19,1,65inches,163 pounds,No,right,4,1,7,No,14,3.89,Nobel,70,0,M,No,No,1000
S19,1,68inches,160 pounds,No,right,1,2,2,No,12,2.8,Olympic,81,0,M,No,No,600
S19,1,75inches,175 pounds,No,left,2,1,15,No,5,3.3,Olympic,65,0,M,Yes,No,0
S19,1,72inches,194 pounds,No,right,1,2,14,No,3,3.7,Nobel,65,0,M,Yes,No,0
S19,1,72inches,185 pounds,No,right,3,2,10,No,20,3.4,Olympic,72,0,M,Yes,No,250
S19,1,72inches,195 pounds,No,right,2,2,10,No,10,3.4,Nobel,74,0,M,Yes,No,500
S19,1,70inches,155 pounds,No,right,3,2,15,No,15,3.75,Olympic,38,0,M,Yes,No,NA
S19,1,64inches,132 pounds,Yes,right,1,1,2,No,10,3.35,Nobel,97,2,F,No,No,244
S19,1,66inches,150 pounds,No,right,1,2,6,No,10,3.3,Nobel,43,2,F,No,Yes,250
S19,2,71inches,165 pounds,No,right,2,1,2,No,10,3.58,Olympic,70,0,M,No,No,100
S19,1,71inches,185 pounds,No,right,3,3,17,No,5,3,Nobel,68,2,M,Yes,Yes,3000
S19,1,69inches,155 pounds,No,left,1,2,7,No,15,3.3,Olympic,73,2,F,Yes,No,0
S19,2,68inches,158 pounds,Yes,right,3,4,5,Yes,8,3.3,Nobel,63,0,M,Yes,No,1000
S19,1,65inches,125 pounds,No,right,1,1,2,No,3,3.06,Olympic,68,2,F,Yes,No,0
S19,1,NAinches,NA pounds,No,right,NA,1,NA,No,5,NA,Nobel,NA,NA,M,No,NA,0
S19,1,64inches,131 pounds,No,right,5,2,6,No,3,3.1,Academy,65,5,F,No,No,500
S19,4,69inches,160 pounds,No,right,2,3,2,No,8,3.5,Nobel,80,2,F,No,No,500
S19,2,71inches,170 pounds,No,right,0,1,16,Planning,8,3.6,Olympic,60,0,M,Yes,No,650
S19,2,66inches,135 pounds,No,right,1,2,14,Yes,7,3.25,Olympic,NA,2,F,Yes,No,NA
S19,1,72inches,160 pounds,No,right,2,3,4,No,0,3.08,Olympic,84,0,M,No,No,300
S19,1,64inches,130 pounds,No,right,1,2,5,No,8,3.3,Olympic,78,2,F,Yes,No,0
S19,2,69inches,140 pounds,No,right,1,2,1,No,8,3,Academy,79,2,F,No,No,150
S19,2,64inches,131 pounds,No,right,2,2,13,No,2,3.7,Olympic,78,5,F,Yes,No,200
S19,1,64inches,125 pounds,No,right,1,2,14,No,3,3.2,Olympic,60,5,F,Yes,Yes,1092
S19,4,71inches,170 pounds,No,right,1,1,3,No,0,3.5,Olympic,82,0,M,No,No,800
S19,2,67inches,145 pounds,No,left,1,2,16,No,12,3.3,Olympic,68,2,F,Yes,No,400
S19,3,70inches,170 pounds,No,right,1,2,20,No,30,3.4,Olympic,67,5,F,Yes,No,1000
S19,2,74inches,210 pounds,No,left,4,2,30,No,20,3.81,Olympic,80,0,M,Yes,No,1600
S19,2,64inches,185 pounds,No,right,1,2,1,No,5,3.3,Nobel,66,6,F,No,Yes,500
S19,2,67inches,140 pounds,No,left,5,5,15,No,4,3.04,Nobel,72,2,F,Yes,No,700
S19,2,75inches,200 pounds,No,right,1,1,35,No,10,3.4,Olympic,54,0,M,Yes,No,1000
S19,1,73inches,180 pounds,No,right,2,2,7,Planning,12,3.4,Olympic,64,0,M,No,No,100
S19,2,64inches,130 pounds,No,left,0,1,2.5,No,15,3.2,Nobel,94,4,F,Yes,Yes,957
S19,1,NAinches,125 pounds,No,right,2,1,4,No,5,2.8,Olympic,55,2,F,Yes,No,240
S19,2,80inches,245 pounds,No,right,1,2,35,No,14,3.32,Olympic,56,0,M,Yes,No,558
S19,1,69inches,173 pounds,No,right,4,1,8,No,5,3.17,Academy,69,0,M,Yes,No,0
S19,1,61inches,130 pounds,No,right,1,2,5,No,5,3.83,Nobel,74,4,F,No,No,327
S19,2,64inches,130 pounds,No,right,3,3,6,Yes,4,3.7,Nobel,89,6,F,Yes,Yes,140
S19,1,70inches,182 pounds,No,right,1,1,10,No,17,3.5,Olympic,NA,1,M,Yes,No,120
S19,2,67inches,191 pounds,No,right,2,2,15,Yes,7,2.8,Olympic,75,0,M,Yes,No,1200
S19,1,71inches,170 pounds,No,right,1,1,25,No,14,3.75,Nobel,80,0,M,Yes,No,500
S19,4,70inches,160 pounds,No,right,1,1,3,No,6,3.78,Nobel,70,0,M,No,No,400
S19,2,67inches,150 pounds,No,right,1,2,3,No,1,3.5,Olympic,70,5,F,No,Yes,800
S19,2,65inches,135 pounds,No,right,1,2,4,No,3,3.3,Academy,84,0,M,No,No,500
S19,1,72inches,180 pounds,No,right,2,3,8,No,3,3.75,Olympic,63,0,M,No,No,700
S19,1,63inches,110 pounds,No,right,1,2,0,No,21,3.67,Academy,96,0,F,No,Yes,13
S19,1,64inches,150 pounds,No,left,3,4,2,No,10,3.9,Olympic,70,2,F,No,No,200
S19,2,66inches,140 pounds,No,right,1,2,10,No,5,3.39,Olympic,65,0,F,Yes,No,200
S19,1,62inches,140 pounds,No,right,1,1,18,Yes,3,3.5,Olympic,70,4,F,Yes,No,500
S19,2,62inches,144 pounds,Yes,right,2,1,5,No,5,3,Nobel,72,4,F,No,No,1000
S19,4,72inches,135 pounds,Yes,right,2,1,9,No,20,3.3,Nobel,80,1,M,No,Yes,400
S19,1,73inches,180 pounds,No,right,3,1,10,No,9,3.5,Olympic,64,0,M,Yes,No,100
S19,3,73inches,170 pounds,Yes,left,3,3,0,No,4,3.5,Nobel,56,2,M,No,Yes,954
S19,1,67inches,166 pounds,No,right,1,1,8,Planning,3,3,Academy,75,0,M,Yes,No,0
S19,1,70inches,147 pounds,No,right,3,3,18,No,0.5,2.7,Olympic,78,1,M,Yes,Yes,65
S19,1,71inches,145 pounds,No,right,1,2,8,No,14,2.9,Olympic,106,0,M,Yes,No,75
S19,2,69inches,160 pounds,Yes,left,1,2,8,Planning,10,3,Olympic,60,0,M,Yes,No,500
S19,1,61inches,124 pounds,No,right,3,1,0,No,5,3,Nobel,93,0,F,No,No,100
S19,2,63inches,110 pounds,No,right,1,2,5,Yes,5,3.32,Academy,64,3,F,No,Yes,900
S19,2,63inches,125 pounds,No,right,2,3,0,Yes,4,3.3,Nobel,72,3,F,No,No,500
S19,2,69inches,140 pounds,No,right,5,6,3,Yes,4,3.48,Nobel,75,2,F,No,No,1371
S19,2,77inches,183 pounds,No,right,3,2,8,Planning,10,NA,Olympic,65,0,M,No,No,987
S19,2,72inches,170 pounds,No,right,1,2,15,No,12,3.4,Nobel,72,0,M,Yes,No,0
S19,4,60inches,125 pounds,No,right,0,1,12,No,10,3.72,Olympic,60,11,F,No,Yes,800
S19,1,77inches,210 pounds,No,right,4,3,5,Planning,4,3.6,Nobel,62,0,M,Yes,No,500
S19,2,69inches,144 pounds,No,right,1,1,6,No,6,3.4,Olympic,80,0,M,No,No,350
S19,1,72inches,150 pounds,No,right,2,3,8,No,5,3.93,Olympic,60,0,M,No,No,230
S19,1,66inches,150 pounds,No,right,1,2,2,Planning,2,3.8,Academy,78,2,F,No,No,250
S19,1,66inches,150 pounds,No,left,2,3,7,No,10,3.44,Nobel,90,5,F,No,Yes,150
S19,1,68inches,143 pounds,No,right,1,1,8,Planning,7,NA,NA,63,7,F,No,No,980
S19,2,73inches,170 pounds,Yes,right,1,2,2,Planning,5,3.6,Nobel,78,0,M,No,No,800
S19,1,71inches,170 pounds,No,right,1,2,3,No,15,3.4,Olympic,NA,0,M,No,No,100
S19,1,65inches,150 pounds,No,right,1,1,5,No,10,3.44,Olympic,75,2,F,No,No,542
S19,2,65inches,145 pounds,Yes,right,0,1,0,No,20,3.46,Nobel,36,4,F,No,Yes,331
S19,1,64inches,118 pounds,No,right,0,1,2,No,5,2.5,Nobel,66,12,F,No,Yes,2500
S19,1,64inches,156 pounds,No,right,3,1,6,No,10,3.89,Nobel,62,5,F,Yes,No,187
S19,3,72inches,184 pounds,No,right,1,2,4.5,No,3,3.82,Nobel,65,0,M,No,No,250
S19,1,71inches,200 pounds,No,right,1,1,10,No,5,3.4,Olympic,70,0,M,Yes,No,500
S19,1,61inches,147 pounds,No,right,1,1,4,No,18,2.7,Nobel,65,2,F,No,No,200
S19,1,72inches,150 pounds,No,right,2,3,6,Planning,4,2.9,Nobel,68,0,M,No,No,500
S19,1,68inches,150 pounds,Yes,right,2,2,3,Planning,10,3.44,Nobel,72,10,F,No,No,987
S19,1,75inches,173 pounds,No,right,3,2,10,No,4,3.25,Olympic,65,0,M,Yes,No,900
S19,1,77inches,140 pounds,No,right,2,1,2,No,15,3.1,Nobel,100,0,M,No,No,500
S19,1,NAinches,100 pounds,No,right,0,1,5,No,10,3.5,Academy,NA,5,F,No,No,15
S19,1,64inches,116 pounds,Yes,right,0,1,3,Planning,5,3.3,Nobel,92,4,F,Yes,No,300
S19,1,67inches,165 pounds,Yes,right,2,3,1,No,15,3.5,Nobel,75,0,M,No,No,1078
S19,1,66inches,155 pounds,No,right,1,2,5,No,8,3,Olympic,78,2,F,No,Yes,200
S19,1,68inches,137 pounds,Yes,right,1,1,10,No,4,3,Olympic,79,4,F,Yes,Yes,198
S19,1,59inches,135 pounds,No,right,5,5,18,No,6,NA,Nobel,NA,4,F,Yes,No,4951
S19,1,71inches,175 pounds,No,right,3,2,7,No,7,3,Olympic,56,0,M,Yes,No,370
S19,1,63inches,115 pounds,No,right,1,2,2,No,15,3.66,Nobel,NA,2,F,No,No,153
S19,2,62inches,140 pounds,No,right,5,6,2,No,7,3.36,Nobel,85,4,F,No,Yes,0
S19,2,71inches,150 pounds,Yes,right,2,2,4,No,6,3.01,Olympic,75,0,M,No,No,999
S19,2,68inches,190 pounds,No,right,4,4,10,No,3,3.34,Nobel,80,6,F,Yes,Yes,800
S19,2,64inches,120 pounds,No,right,2,2,0,No,2,3.55,Nobel,66,10,F,No,Yes,0
S19,2,72inches,180 pounds,Yes,right,1,1,10,No,10,3.5,Nobel,72,0,M,No,No,376
S19,2,63inches,130 pounds,No,right,1,2,0,No,10,3,Nobel,195,9,F,No,Yes,269
S19,2,72inches,176 pounds,Yes,right,1,2,6,Yes,12,3.1,Nobel,160,0,M,No,No,750
S19,2,74inches,275 pounds,No,right,1,2,5,No,20,2.8,Olympic,76,0,M,Yes,Yes,257
S19,1,54inches,142 pounds,No,right,6,1,4,No,5,3.12,Olympic,NA,2,F,No,Yes,50
S19,1,64inches,135 pounds,No,right,1,2,0,No,7,2.92,Nobel,NA,8,F,No,Yes,469
S19,2,70inches,176 pounds,Yes,right,1,1,7,Yes,4,3.6,Olympic,80,0,M,No,No,383
S19,3,74inches,161 pounds,No,right,2,1,12,Yes,8,2.5,Academy,70,0,M,Yes,Yes,1300
S19,2,64inches,120 pounds,No,right,2,1,1,Planning,5,3.68,Nobel,92,5,F,No,Yes,521
S19,2,75inches,180 pounds,No,right,4,2,1,No,5,NA,Academy,61,2,M,No,Yes,1105
S19,1,69inches,195 pounds,No,right,2,1,15,No,15,3.45,Olympic,77,0,M,Yes,No,1000
F19,2,66inches,NA pounds,No,right,6,5,2,No,3,3.6,Nobel,NA,2,F,No,No,600
F19,3,66inches,140 pounds,No,left,1,2,8,Yes,5,3.7,Nobel,90,4,F,No,No,200
F19,3,73inches,165 pounds,No,right,4,2,6,Yes,4,2.7,Olympic,72,0,NA,No,Yes,900
F19,1,65inches,140 pounds,No,right,2,2,18,No,4,NA,Nobel,72,8,F,Yes,No,300
F19,1,64inches,122 pounds,No,both,1,1,1,No,1,3.3,Olympic,70,0,M,Yes,No,0
F19,1,71inches,145 pounds,No,right,1,2,4,No,2,NA,Nobel,65,0,M,No,No,50
F19,4,72inches,170 pounds,No,right,0,1,6,No,8,3.7,Nobel,84,0,M,No,No,0
F19,2,62inches,NA pounds,No,both,1,2,5,No,7,3.6,Nobel,160,0,F,No,Yes,80
F19,2,59inches,125 pounds,No,right,1,2,3,No,5,3.94,Nobel,58,0,F,No,No,0
F19,1,62inches,105 pounds,No,right,1,1,5,No,3,NA,Olympic,70,0,F,No,No,400
F19,1,59inches,105 pounds,No,right,5,5,3,No,1,NA,Olympic,92,13,F,No,Yes,300
F19,4,71inches,163 pounds,No,right,1,1,10,No,8,3,Academy,76,0,M,Yes,No,500
F19,2,66inches,148 pounds,No,right,2,1,6,No,3,2.7,Nobel,63,3,M,No,No,0
F19,3,68inches,158 pounds,No,right,3,1,14,NA,21,3.74,Nobel,69,0,M,NA,No,400
F19,2,65inches,136 pounds,No,right,1,1,4,No,12,3.6,Olympic,54,3,F,Yes,No,20
F19,1,63inches,110 pounds,No,right,1,2,7,Planning,7,NA,Olympic,61,2,F,Yes,No,70
F19,2,71inches,166 pounds,No,right,1,2,16,Planning,30,2.65,Olympic,76,0,M,No,No,300
F19,2,60inches,175 pounds,No,both,3,2,0,No,6,2.11,Nobel,70,11,F,Yes,No,10
F19,2,69inches,205 pounds,No,right,2,2,17,NA,8,3,NA,79,0,M,Yes,Yes,700
F19,1,66inches,200 pounds,No,both,2,1,10,No,5,NA,Academy,80,5,F,Yes,No,700
F19,1,73inches,170 pounds,No,right,4,5,18,No,7,NA,Olympic,82,0,M,Yes,No,150
F19,1,62inches,118 pounds,No,right,3,1,3,No,5,NA,Nobel,68,2,F,No,No,665
F19,1,65inches,170 pounds,No,right,1,1,10,No,5,NA,Olympic,90,5,F,Yes,No,500
F19,1,66inches,110 pounds,Yes,right,0,1,3,Planning,4,NA,Academy,72,0,F,No,No,66
F19,2,68inches,120 pounds,No,right,3,2,8,Planning,6,3,Nobel,70,5,F,No,No,200
F19,1,73inches,133 pounds,Yes,right,1,1,2,No,4,NA,Academy,70,0,M,No,No,690
F19,3,74inches,150 pounds,Yes,right,4,1,8,No,30,3,Olympic,55,0,M,No,No,1000
F19,1,60inches,110 pounds,No,right,1,2,5,No,1,NA,Olympic,NA,5,F,No,No,0
F19,4,63inches,110 pounds,Yes,right,1,1,0,No,10,3.5,Nobel,85,5,F,No,Yes,600
F19,3,73inches,195 pounds,No,right,1,1,10,Yes,3,2.8,Olympic,68,0,M,Yes,No,300
F19,2,70inches,165 pounds,No,right,1,2,10,No,7,3.56,Olympic,52,0,M,Yes,No,200
F19,1,63inches,140 pounds,No,right,2,1,14,No,8,NA,Olympic,NA,2,F,Yes,Yes,0
F19,1,71inches,140 pounds,No,left,2,2,5,No,20,NA,Olympic,60,0,M,No,No,100
F19,1,74inches,280 pounds,No,right,2,2,3,No,10,NA,Academy,80,0,M,No,Yes,0
F19,2,68inches,155 pounds,Yes,right,2,1,4,No,8,3.2,Academy,NA,0,M,No,No,NA
F19,2,71inches,170 pounds,No,both,2,1,6,Planning,10,2.9,Nobel,61,0,M,No,No,500
F19,2,67inches,150 pounds,No,right,1,2,5,Planning,12,3.1,Olympic,76,0,M,No,No,75
F19,1,73inches,150 pounds,No,right,0,1,12,No,5,NA,Nobel,60,0,M,Yes,No,12
F19,2,59inches,116 pounds,No,left,2,1,4,No,5,3.4,Nobel,58,4,F,No,No,100
F19,1,76inches,185 pounds,Yes,right,1,2,10,No,15,NA,Olympic,63,0,M,No,No,0
F19,2,60inches,165 pounds,No,left,1,1,4,No,10,2.75,Nobel,71,6,F,No,No,250
F19,2,67inches,175 pounds,No,right,1,2,15,No,3,3.1,Olympic,65,4,F,Yes,No,600
F19,2,67inches,132 pounds,No,right,1,2,4,No,3,3.56,Nobel,84,0,M,No,No,200
F19,1,75inches,200 pounds,No,right,1,NA,NA,No,3,NA,Nobel,42,0,M,Yes,No,100
F19,1,64inches,108 pounds,No,right,4,5,8,No,4,NA,Nobel,67,4,F,No,No,390
F19,4,66inches,150 pounds,Yes,right,0,1,6,No,6,3.2,Nobel,78,3,F,No,Yes,800
F19,1,68inches,156 pounds,No,right,2,2,9,No,5,NA,Olympic,90,0,M,No,No,700
F19,1,66inches,155 pounds,No,right,2,2,4,No,6,NA,Nobel,70,2,F,No,No,100
F19,1,62inches,125 pounds,No,right,3,3,6,No,4,NA,Nobel,NA,5,F,No,No,7
F19,3,63inches,127 pounds,No,left,1,2,3,No,4,3.6,Nobel,80,2,F,No,No,700
F19,3,68inches,136 pounds,No,right,2,3,5,No,20,3.5,Olympic,78,0,F,No,No,70
F19,1,69inches,147 pounds,No,right,2,3,10,No,5,NA,Olympic,60,2,F,Yes,No,125
F19,2,64inches,143 pounds,No,right,2,1,0,No,6,3.5,Nobel,NA,0,F,No,No,300
F19,2,64inches,130 pounds,No,left,2,2,3,No,5,3.75,Nobel,NA,4,F,No,No,400
F19,2,70inches,130 pounds,Yes,right,2,3,7,Planning,5,3.5,Nobel,64,2,F,No,No,0
F19,2,74inches,205 pounds,No,right,2,3,8,No,10,3.5,Nobel,60,0,M,No,No,250
F19,2,70inches,160 pounds,No,right,3,3,16,No,20,3.1,Academy,62,3,F,Yes,No,400
F19,3,69inches,195 pounds,Yes,left,2,1,9,No,10,2.25,Nobel,60,0,M,Yes,No,1200
F19,2,63inches,123 pounds,No,right,0,1,20,No,5,3.1,Olympic,59,0,F,Yes,No,277
F19,1,66inches,130 pounds,No,right,1,2,6,Planning,5,NA,Academy,93,2,F,Yes,No,208
F19,2,72inches,160 pounds,No,right,2,1,5,No,4,3,Nobel,60,0,M,No,No,800
F19,1,71inches,175 pounds,No,right,2,3,10,No,10,NA,Olympic,NA,0,M,No,No,150
F19,3,73inches,190 pounds,Yes,right,1,2,10,Yes,10,3.5,Olympic,70,0,M,Yes,No,900
F19,2,69inches,120 pounds,No,right,1,2,3,Planning,2,3.4,Nobel,46,5,F,No,No,100
F19,1,68inches,165 pounds,No,right,2,1,14,No,2,NA,Nobel,64,5,F,No,No,600
F19,1,73inches,175 pounds,Yes,both,2,3,6,No,6,NA,Olympic,NA,0,M,Yes,No,200
F19,1,71inches,155 pounds,No,left,1,1,24,No,5,NA,Nobel,58,0,M,Yes,No,250
F19,2,72inches,160 pounds,No,right,1,2,2,Planning,8,3.7,Academy,80,4,F,No,Yes,200
F19,2,62inches,125 pounds,No,right,1,1,6,Planning,4,3.2,Olympic,61,4,F,Yes,No,237
F19,2,72inches,160 pounds,Yes,right,2,1,4,Planning,5,3.2,Olympic,64,4,F,No,No,764
F19,1,71inches,212 pounds,No,right,1,2,19,No,24,NA,Olympic,60,0,M,Yes,No,0
F19,3,66inches,156 pounds,No,left,3,NA,0,No,4,3,Nobel,89,9,F,No,Yes,400
F19,2,64inches,180 pounds,No,right,3,1,2,No,18,3.54,Olympic,69,2,F,No,Yes,300
F19,1,66inches,125 pounds,No,right,1,2,3,No,2,NA,Academy,78,2,F,No,No,200
F19,1,65inches,137 pounds,No,right,1,2,5,Planning,12,NA,Nobel,NA,2,F,No,No,100
F19,1,68inches,114 pounds,No,right,1,1,9,No,12,NA,Nobel,120,2,F,No,Yes,412
F19,2,60inches,138 pounds,No,right,1,1,5,No,2,2.99,Nobel,50,3,F,No,No,2000
F19,1,68inches,139 pounds,No,right,1,2,8,No,2,NA,Nobel,60,2,F,No,No,0
F19,1,75inches,175 pounds,No,right,2,2,18,No,12,NA,Olympic,45,0,M,Yes,No,0
F19,1,65inches,135 pounds,No,right,1,1,2,No,4,NA,Nobel,60,8,F,No,Yes,80
F19,1,68inches,145 pounds,No,right,6,3,4,No,1,NA,Nobel,42,2,M,No,No,567
F19,2,67inches,137 pounds,No,right,1,1,5,No,5,3.86,Nobel,72,3,F,No,No,NA
F19,2,53inches,141 pounds,No,right,2,1,5,No,10,3,Nobel,70,6,F,No,Yes,NA
F19,2,70inches,150 pounds,No,right,3,2,10,No,20,2.5,Olympic,62,0,M,No,No,0
F19,2,71inches,189 pounds,No,right,2,2,6,No,15,3,Nobel,87,0,M,No,Yes,0
F19,2,61inches,180 pounds,No,right,0,1,20,No,14,3.13,Olympic,69,0,F,Yes,Yes,1000
F19,3,74inches,205 pounds,No,left,12,2,15,No,7,3.9,Olympic,54,0,M,Yes,No,2000
F19,2,71inches,185 pounds,Yes,left,0,1,10,No,10,3.1,Academy,62,0,M,Yes,No,0
F19,2,63inches,155 pounds,No,right,1,2,20,No,10,3.4,Nobel,62,2,F,Yes,Yes,400
F19,2,72inches,185 pounds,No,left,1,2,5,No,10,3.65,Olympic,70,0,M,Yes,No,650
F19,2,69inches,151 pounds,No,right,2,1,6,No,6,3.82,Academy,70,0,M,No,No,0
F19,2,70inches,165 pounds,Yes,right,2,1,4,No,8,3.5,Olympic,70,0,M,No,No,0
F19,2,65inches,135 pounds,No,right,2,1,8,Planning,6,2.8,Olympic,65,4,F,Yes,No,300
F19,2,64inches,130 pounds,No,right,1,2,20,Planning,7,3.7,Olympic,32,5,F,Yes,Yes,700
F19,2,64inches,145 pounds,No,right,1,2,10,Planning,3,3,Olympic,66,8,NA,Yes,No,200
F19,3,73inches,185 pounds,No,right,1,1,7,Yes,8,3.2,Olympic,78,0,M,NA,No,417
F19,2,74inches,180 pounds,Yes,right,2,3,5,Planning,8,3.56,Olympic,64,0,M,Yes,No,831
F19,3,62inches,100 pounds,No,right,1,1,12,No,7,3.3,Nobel,90,1,F,No,No,0
F19,3,73inches,195 pounds,No,right,2,3,15,No,10,3.2,Olympic,62,0,M,Yes,No,200
F19,2,70inches,160 pounds,No,right,3,3,7,No,5,3.6,Olympic,68,13,F,No,No,1500
F19,2,62inches,120 pounds,No,right,2,3,3,NA,3,3,NA,86,5,F,NA,No,450
F19,2,64inches,130 pounds,No,right,3,2,NA,No,21,3.63,Olympic,70,7,F,No,No,300
F19,2,76inches,185 pounds,No,right,2,3,12,No,20,3.6,Olympic,56,0,M,Yes,No,700
F19,2,63inches,155 pounds,No,right,3,4,6,No,9,3.9,Nobel,68,4,F,No,No,600
F19,2,76inches,NA pounds,No,right,1,2,4,No,16,3.4,Nobel,62,0,M,No,No,300
F19,2,68inches,160 pounds,No,right,1,1,20,Planning,20,2.75,Olympic,84,5,F,Yes,No,350
F19,2,66inches,135 pounds,No,left,2,3,6,Planning,3,3.96,Olympic,76,4,F,Yes,No,533
F19,2,63inches,152 pounds,No,right,8,5,NA,No,15,NA,Nobel,58,5,F,No,No,0
F19,2,66inches,125 pounds,No,right,3,2,3,NA,0,2.9,Academy,40,2,F,NA,No,0
F19,2,62inches,157 pounds,No,right,3,4,10,No,2,3.39,Olympic,55,4,F,No,No,167
F19,2,64inches,131 pounds,No,right,8,3,5,No,3,2,Olympic,44,2,F,Yes,No,150
F19,2,62inches,110 pounds,No,right,5,2,2,No,5,3.5,Olympic,80,4,F,No,No,1000
F19,3,70inches,150 pounds,Yes,right,1,2,7,No,25,2.65,Nobel,74,0,M,No,No,321
F19,4,70inches,140 pounds,No,right,2,1,7,Yes,4,3.2,Nobel,70,3,F,No,No,1500
F19,4,70inches,160 pounds,No,right,1,1,NA,No,5,NA,Nobel,57,0,M,NA,No,600
F19,2,71inches,183 pounds,No,right,1,2,NA,No,7,NA,Olympic,69,0,M,Yes,No,150
F19,1,74inches,155 pounds,No,right,1,1,10,No,5,NA,Nobel,77,0,M,No,No,0
F19,2,72inches,186 pounds,No,right,2,3,10,No,12,3.3,Academy,85,0,M,Yes,No,100
F19,2,71inches,185 pounds,No,right,1,2,12,No,4,3.5,Olympic,65,0,M,Yes,No,150
F19,1,67inches,170 pounds,No,left,3,3,4,No,4,NA,Academy,63,0,M,No,No,0
F19,2,71inches,155 pounds,Yes,right,2,2,6,No,4,3.1,Nobel,63,0,M,No,No,360
F19,3,74inches,240 pounds,No,right,4,2,30,No,7,3.07,Olympic,72,0,M,Yes,No,1000
F19,2,72inches,175 pounds,Yes,right,5,4,9,No,2,2.8,Olympic,71,0,M,Yes,Yes,1000
F19,3,72inches,220 pounds,No,right,2,1,4,No,12,4,Olympic,75,0,M,No,No,250
F19,2,76inches,210 pounds,Yes,right,3,1,1,No,3,2.82,Nobel,76,0,M,No,No,800
F19,1,68inches,145 pounds,No,right,1,1,10,No,8,NA,Olympic,60,0,M,No,No,641
F19,2,71inches,185 pounds,No,right,1,2,16,No,21,3.4,Nobel,62,0,M,Yes,No,0
F19,2,NAinches,NA pounds,No,right,0,1,NA,No,8,2.4,NA,69,0,M,No,No,NA
F19,2,64inches,153 pounds,No,right,1,1,2,No,20,3.44,NA,76,5,F,No,No,NA
F19,1,71inches,180 pounds,No,right,1,2,10,No,5,NA,Nobel,61,0,M,No,No,2
F19,2,67inches,184 pounds,No,right,2,2,9,No,5,3.72,Olympic,70,2,F,Yes,No,0
F19,2,70inches,175 pounds,No,right,4,4,5,No,5,3.7,Academy,74,2,F,No,No,200
F19,1,66inches,160 pounds,No,right,1,1,7,No,3,NA,Nobel,66,3,F,No,No,200
F19,2,62inches,155 pounds,No,right,3,2,5,No,5,3.51,Nobel,74,2,F,No,No,240
F19,1,65inches,150 pounds,No,left,1,1,24,No,4,NA,Olympic,80,2,F,Yes,No,200
F19,1,63inches,145 pounds,No,left,1,2,21,No,7,NA,Olympic,74,0,F,Yes,No,540
F19,2,62inches,110 pounds,No,right,0,1,1,Planning,20,3.1,Olympic,88,5,F,No,No,300
F19,1,63inches,120 pounds,No,right,0,1,7,No,3,NA,Academy,70,2,F,No,No,0
F19,3,76inches,205 pounds,No,left,0,1,8,No,12,2.96,Olympic,62,0,M,Yes,No,300
F19,1,66inches,135 pounds,No,left,1,2,7,No,4,NA,Olympic,90,4,F,No,No,200
F19,1,64inches,NA pounds,No,right,2,2,3,No,5,NA,Olympic,91,2,F,No,Yes,172
F19,2,68inches,158 pounds,No,right,1,1,5,Planning,3,3.41,Nobel,102,6,F,Yes,No,0
F19,2,68inches,168 pounds,No,right,7,8,2,No,4,2.7,Nobel,70,2,F,No,Yes,1000
F19,2,73inches,162 pounds,No,right,1,1,20,No,15,3.55,Olympic,54,0,M,Yes,No,750
F19,2,67inches,155 pounds,No,right,0,1,4,No,5,3.5,Olympic,62,2,F,No,No,1018
F19,1,69inches,140 pounds,No,right,3,2,4,No,3,NA,Nobel,64,6,F,No,Yes,400
F19,3,NAinches,180 pounds,No,right,1,1,0,No,21,3.05,Nobel,97,0,M,No,No,NA
F19,2,66inches,145 pounds,No,right,2,2,4,No,2,3.6,Nobel,84,4,F,No,No,431
F19,2,59inches,165 pounds,No,right,6,4,3,No,4,2.8,Nobel,56,2,F,No,No,0
F19,1,77inches,156 pounds,No,right,3,3,5,No,10,NA,Nobel,68,0,M,No,No,730
F19,2,65inches,119 pounds,No,right,0,1,10,No,12,3,Olympic,72,0,F,No,No,0
F19,1,74inches,180 pounds,No,right,2,3,10,No,5,NA,Olympic,82,0,M,No,No,180
F19,2,72inches,160 pounds,No,right,2,1,12,Planning,12,3.8,Olympic,46,0,M,Yes,No,0
F19,2,62inches,125 pounds,No,right,2,1,5,Planning,6,3.7,Nobel,92,6,F,No,Yes,670
